item_id,branch_id,stock_level,reorder_level
8494,2.0,25236,811.0
9005,18.0,26243,42.0
6427,25.0,24567,430.0
3613,14.0,13015,983.0
2579,4.0,26118,747.0
2505,14.0,5760,661.0
118,20.0,3156,849.0
5524,18.0,12171,603.0
4470,30.0,2224,381.0
9193,30.0,20030,945.0
6801,30.0,15569,930.0
6551,5.0,11434,918.0
4851,30.0,26756,373.0
1706,5.0,14424,469.0
4188,19.0,10824,417.0
9746,23.0,5238,946.0
3744,25.0,3286,147.0
3077,20.0,13517,31.0
7517,2.0,18952,897.0
747,21.0,28808,50.0
4008,21.0,22704,911.0
5066,30.0,26134,384.0
1335,21.0,22424,900.0
4120,30.0,23859,756.0
420,14.0,2008,948.0
7358,16.0,21293,729.0
375,31.0,20552,464.0
7057,19.0,4346,370.0
9439,17.0,26533,761.0
3087,21.0,14128,866.0
3659,21.0,18921,284.0
4326,18.0,3127,117.0
2910,33.0,16627,157.0
386,34.0,2611,90.0
8807,34.0,15812,35.0
5696,28.0,8348,575.0
8679,24.0,14070,4.0
5051,10.0,17061,30.0
7658,16.0,10728,647.0
1973,27.0,18168,687.0
8693,24.0,16557,113.0
37,4.0,26190,48.0
2649,14.0,13617,644.0
3140,20.0,9192,255.0
9925,26.0,23258,776.0
8755,30.0,28070,418.0
7697,24.0,24702,150.0
1645,30.0,4941,166.0
9257,2.0,22877,323.0
5775,16.0,7134,807.0
4237,9.0,28617,49.0
8255,7.0,13236,479.0
1128,1.0,27757,514.0
2082,1.0,24808,623.0
4205,26.0,17827,89.0
2956,28.0,25406,567.0
2375,5.0,21028,599.0
1298,10.0,8575,952.0
3017,22.0,2181,411.0
5758,13.0,11369,68.0
7488,8.0,18452,682.0
9036,24.0,4695,644.0
644,17.0,7363,34.0
6849,2.0,7614,128.0
6321,28.0,11830,364.0
8458,26.0,24795,402.0
7369,22.0,19378,352.0
4490,6.0,548,673.0
9015,12.0,2313,337.0
5145,19.0,12460,6.0
3401,1.0,20841,950.0
8119,22.0,26129,601.0
5952,5.0,22532,274.0
1668,33.0,29071,115.0
5123,10.0,14911,682.0
9303,1.0,12133,155.0
445,5.0,10497,441.0
5036,8.0,23125,326.0
3856,33.0,21983,536.0
2135,5.0,24384,392.0
2756,22.0,23073,649.0
6007,8.0,25832,847.0
5299,14.0,14863,692.0
8290,26.0,19553,984.0
49,25.0,10918,806.0
8024,17.0,2760,519.0
2539,34.0,25972,651.0
5625,11.0,24843,712.0
9271,29.0,26422,938.0
9604,25.0,4913,158.0
1606,16.0,14615,796.0
5734,3.0,16539,985.0
6041,23.0,22955,625.0
9997,14.0,28907,191.0
9173,19.0,9051,62.0
1565,30.0,3757,400.0
4252,21.0,8201,781.0
3550,21.0,9603,643.0
133,10.0,23044,511.0
3222,11.0,6578,424.0
4018,9.0,9841,671.0
7903,28.0,23557,117.0
4964,33.0,1951,208.0
9685,11.0,18299,705.0
9292,35.0,11338,557.0
3767,25.0,29621,209.0
4028,32.0,18105,797.0
3823,3.0,19937,348.0
2144,13.0,3498,100.0
1148,17.0,23802,130.0
951,19.0,20103,28.0
6623,31.0,2861,239.0
9239,26.0,17447,228.0
137,19.0,11836,219.0
896,1.0,8454,712.0
2891,33.0,15602,79.0
3701,1.0,5733,373.0
9384,2.0,2543,406.0
2041,26.0,11424,432.0
8829,10.0,24026,881.0
9764,12.0,26161,949.0
2477,30.0,16959,841.0
3539,6.0,20165,546.0
640,1.0,27452,302.0
2348,16.0,28934,197.0
6534,14.0,10933,492.0
4537,22.0,16783,571.0
1449,10.0,27890,122.0
7798,5.0,1676,566.0
4321,16.0,2573,738.0
7437,9.0,22617,644.0
7427,4.0,6268,936.0
2767,33.0,26625,753.0
1042,32.0,3984,820.0
4534,5.0,4467,597.0
6289,13.0,27660,210.0
6177,11.0,29314,600.0
4533,30.0,23773,739.0
2990,28.0,22304,117.0
2347,9.0,26603,578.0
6787,3.0,17326,803.0
6702,27.0,27383,503.0
8374,30.0,19405,503.0
4587,24.0,10616,497.0
8686,20.0,27775,946.0
5309,32.0,16648,586.0
9764,22.0,5029,84.0
4157,22.0,946,630.0
717,3.0,6386,199.0
8759,5.0,29471,686.0
9270,10.0,19157,10.0
1352,29.0,961,677.0
1493,21.0,19211,176.0
8545,8.0,17793,15.0
8310,21.0,21009,968.0
3544,31.0,2921,741.0
4047,34.0,8664,697.0
3467,30.0,9033,466.0
1520,12.0,20223,392.0
8099,14.0,23926,15.0
1385,10.0,8381,948.0
5825,13.0,13952,830.0
3909,1.0,8188,700.0
8450,9.0,530,514.0
6318,25.0,4704,152.0
7421,9.0,11273,818.0
6099,5.0,28732,665.0
9637,10.0,28495,21.0
4338,21.0,16464,729.0
6045,22.0,28927,256.0
3922,28.0,3985,736.0
6049,18.0,15013,295.0
6345,2.0,11597,763.0
7202,3.0,4985,873.0
4921,10.0,4240,364.0
9110,25.0,22963,530.0
7632,30.0,21095,95.0
8659,7.0,27198,125.0
7135,2.0,581,897.0
3194,32.0,28088,825.0
9085,23.0,13592,790.0
1642,22.0,13856,57.0
2251,32.0,15960,910.0
3219,21.0,3580,738.0
979,28.0,20121,617.0
5514,12.0,24725,926.0
3013,7.0,8344,319.0
1852,8.0,11481,251.0
8145,12.0,26571,658.0
2139,30.0,28533,724.0
1998,15.0,8219,319.0
2370,16.0,9325,706.0
859,9.0,19676,559.0
2840,12.0,21329,122.0
2625,35.0,27858,673.0
3293,2.0,7885,932.0
5526,29.0,6283,113.0
2570,13.0,5742,323.0
4409,25.0,995,683.0
8795,17.0,18247,405.0
4025,24.0,21352,709.0
8027,7.0,7675,885.0
1780,1.0,21333,425.0
3712,1.0,19154,655.0
371,19.0,1939,213.0
4472,7.0,13915,567.0
4832,11.0,27473,382.0
1351,12.0,6680,428.0
2828,9.0,16799,299.0
6679,28.0,14681,199.0
8505,15.0,9095,780.0
6473,22.0,14273,827.0
9517,1.0,29087,162.0
4358,15.0,24409,881.0
9943,32.0,7838,873.0
3534,29.0,17330,468.0
6140,16.0,14606,439.0
8714,24.0,22400,3.0
6593,1.0,2674,672.0
152,27.0,7312,226.0
4994,10.0,906,795.0
8736,29.0,10172,980.0
8823,34.0,15732,449.0
8505,14.0,6618,301.0
269,27.0,19495,158.0
8838,35.0,25942,310.0
8810,11.0,26424,179.0
8450,15.0,14788,878.0
7655,13.0,17023,911.0
81,5.0,24954,702.0
5024,34.0,13933,258.0
2481,9.0,3349,414.0
9196,4.0,12071,539.0
7620,14.0,24519,491.0
8285,5.0,10213,461.0
1726,21.0,12119,184.0
8121,26.0,10030,746.0
8681,29.0,21762,714.0
9303,31.0,13192,730.0
6136,14.0,21476,393.0
1384,20.0,5623,182.0
8373,16.0,11417,886.0
1229,34.0,27586,693.0
8540,26.0,13125,95.0
9574,9.0,11348,801.0
2760,31.0,22342,357.0
4549,15.0,9407,623.0
4407,13.0,28494,511.0
3101,3.0,9906,748.0
788,32.0,13707,667.0
9661,26.0,14074,840.0
9445,14.0,15905,223.0
7049,8.0,27926,535.0
9907,9.0,21991,281.0
8718,35.0,14902,762.0
7698,23.0,3896,505.0
778,8.0,5211,307.0
6900,27.0,18891,521.0
1140,19.0,8420,546.0
934,24.0,3572,620.0
3636,8.0,9997,608.0
2969,15.0,21145,776.0
249,24.0,3183,117.0
9167,3.0,14801,845.0
7891,18.0,16524,361.0
9310,20.0,5879,831.0
2179,24.0,17562,182.0
2371,13.0,9455,667.0
5796,3.0,29277,7.0
2936,23.0,3219,970.0
9882,34.0,27789,518.0
4602,15.0,17613,174.0
3757,8.0,15074,26.0
6116,15.0,11067,412.0
8654,27.0,12443,998.0
4485,10.0,12300,932.0
4127,8.0,21169,343.0
5779,10.0,19647,360.0
7303,5.0,1450,683.0
798,9.0,14719,600.0
9169,19.0,16957,646.0
7379,3.0,13576,394.0
8841,29.0,27815,912.0
9913,25.0,7842,964.0
3187,15.0,748,488.0
6436,32.0,29356,36.0
9771,30.0,16093,735.0
9185,11.0,23891,855.0
1706,3.0,11032,127.0
194,21.0,3327,679.0
6149,17.0,27359,383.0
196,10.0,15582,776.0
1375,3.0,9762,888.0
524,14.0,22286,801.0
4775,14.0,14839,866.0
5328,20.0,24910,805.0
9202,33.0,19972,887.0
1744,9.0,15430,139.0
1366,10.0,26875,768.0
203,26.0,489,2.0
3293,12.0,24428,760.0
6097,23.0,21290,249.0
7447,35.0,2442,896.0
6977,21.0,5942,234.0
9779,28.0,21527,649.0
2302,12.0,16260,98.0
236,28.0,26453,962.0
2629,8.0,23293,76.0
5089,8.0,11962,585.0
7155,4.0,23237,96.0
567,8.0,2936,678.0
6068,32.0,4003,305.0
1850,17.0,28168,1.0
3286,15.0,4885,621.0
2164,11.0,11899,391.0
5610,19.0,27668,738.0
55555,3.0,100,
55556,,200,10.0
