transaction_id,branch_id,timestamp,item_id,quantity,price,total_sale
1452,11,9/4/2021,2020,32,250.02,540.24
7775,20,12/21/2022,2189,24,528.91,7989.13
5248,9,12/18/2023,3871,73,608.64,4686.21
442,20,10/28/2022,163,48,543.37,1413.84
1195,18,6/15/2023,2639,55,820.01,4582.5
188,18,10/22/2023,9434,85,408.75,3193.66
906,24,2/20/2021,377,6,899.72,2558.76
3547,14,3/4/2022,3814,31,837.19,8798.9
1735,25,8/3/2023,2183,67,307.6,3534.64
2565,18,11/1/2023,6606,8,860.86,6970.05
7604,12,3/3/2023,9413,85,667.54,2391.62
1777,15,6/26/2023,94,34,394.27,5538.96
4417,26,5/19/2022,5687,93,970.05,6790.46
9345,14,6/14/2023,8682,78,587.1,974.18
6314,5,11/21/2022,3484,39,192.06,9224.21
9312,5,8/20/2022,9750,6,128.5,1068.46
5017,8,12/10/2021,3050,71,159.26,5892.95
2487,1,1/9/2023,3844,94,603.81,7640.89
3940,23,11/24/2023,913,40,263.58,3948.99
8714,21,4/9/2021,417,32,427.48,9119.71
660,3,6/14/2021,2775,83,115.51,8678.68
4214,30,11/3/2021,1405,37,282.64,2639.16
4048,11,9/29/2023,6107,99,741.05,7679.01
1627,16,4/10/2023,1273,17,782.94,5626.99
8213,10,5/8/2022,9197,18,133.59,2.74
6453,1,5/25/2022,3103,31,715.39,3792.52
486,24,7/16/2023,2588,7,893.84,743.42
5287,2,12/27/2023,366,90,179.69,658.65
4782,6,7/26/2023,5669,98,804.61,4102.47
1578,12,9/26/2021,4427,12,146.54,9480.85
5140,24,5/23/2022,6297,6,501.1,3673.17
4200,6,5/26/2022,4712,23,759.13,810.59
5294,18,7/19/2023,9809,64,475.74,8290.12
3486,28,6/11/2022,8270,89,29.49,2727.33
952,7,10/14/2023,9361,47,178.25,2978.71
5021,13,2/19/2022,2057,26,343.83,5627.6
301,1,10/19/2022,5471,43,998.61,3850.72
3288,15,1/21/2023,3073,53,887.22,9846.9
3475,34,10/17/2023,1563,27,626.21,7758.1
8373,16,3/2/2022,7798,61,956.3,4768.11
9865,12,9/15/2022,7333,10,102.54,4633.13
9784,1,2/18/2023,5885,92,880.82,9046.41
7772,22,12/7/2022,8795,14,112.59,5897.13
6798,11,11/4/2023,38,32,818.77,4614.08
7271,11,2/18/2021,8249,47,854.67,5903.04
7010,25,10/27/2022,1754,14,33.61,7627.82
2819,1,1/17/2021,5261,27,408.99,92.67
8853,12,12/29/2021,2337,5,471.71,731.65
8791,20,9/9/2022,8266,9,800.84,6388.87
1752,33,7/7/2022,314,38,152.35,9644.37
4306,12,7/22/2023,426,33,2.46,3408.4
8409,10,1/15/2022,7280,90,803.6,1150.85
6020,16,3/2/2021,3457,18,772.31,7678.25
8434,21,10/14/2022,7515,37,654.3,4562.31
4067,23,7/7/2022,1048,69,151.37,7044.64
2369,21,3/22/2021,4558,32,577.93,9039.91
6869,3,3/31/2023,5763,2,217.66,2322.42
3349,3,12/21/2023,1719,59,109.31,9088.94
7909,17,6/1/2022,1572,81,144.42,8941.6
1686,3,6/25/2023,9903,26,727.39,7606.05
9701,35,1/20/2022,8690,11,478.94,4809.28
4395,12,5/31/2023,6044,4,419.2,5403.25
6641,32,3/8/2023,9868,59,321.17,4094.42
1855,12,8/11/2022,5285,92,29.99,5390.34
2320,3,12/25/2023,559,12,781.37,9999.65
6209,1,1/1/2021,6201,20,552.69,3620.22
72,27,8/3/2022,3082,25,317.55,331.72
4834,7,3/4/2021,7339,62,275.34,1898.72
4035,3,2/5/2023,8932,33,309.63,1181.1
2485,26,2/7/2021,5250,77,315.94,8746.16
8818,24,6/3/2023,9505,86,608.94,6643.02
8862,7,12/3/2022,929,77,868.02,8849.65
9894,6,10/14/2023,571,5,223.23,1750.72
6013,4,8/15/2021,5458,75,167.97,4655.36
766,10,10/12/2023,6315,89,680.94,9339.33
3378,22,10/15/2022,4926,29,633.58,3089.72
903,26,3/13/2023,367,44,333.9,5363.26
6268,26,9/17/2022,1121,75,948.91,1530.9
8129,6,5/9/2021,9928,34,108.24,2837.02
4243,12,10/4/2022,7046,31,943.6,9664.66
3262,6,1/21/2021,5369,42,248.53,6029.93
6211,3,9/20/2023,7090,49,659.74,71.45
7812,35,12/29/2023,4251,61,854.33,8259.79
9562,4,1/30/2021,2904,54,391.28,3968.43
6264,8,12/29/2021,5376,17,930.54,2825.22
9820,1,7/25/2021,9660,99,94.03,7810.43
9114,24,5/1/2022,1128,68,372.0,5736.18
2177,18,9/7/2022,6029,99,203.0,7711.22
7694,4,12/15/2021,3369,96,488.57,3003.5
4823,29,8/27/2023,5227,70,515.13,3904.86
5108,18,5/28/2021,5689,88,703.57,2798.59
9136,32,7/26/2021,60,86,34.55,5004.51
7021,12,6/18/2023,4912,65,110.63,658.91
9763,5,8/19/2023,2470,79,143.43,6360.42
9126,26,5/3/2021,4863,49,126.85,5810.22
3595,33,9/14/2022,8073,77,929.33,3226.07
4410,19,3/20/2022,5088,94,705.84,4253.99
1119,34,12/3/2022,6766,25,709.1,8086.51
9541,14,6/27/2021,8311,63,315.11,7956.25
5774,11,9/19/2021,8284,23,305.55,325.28
8364,19,6/8/2022,7872,21,492.41,3154.75
7136,15,1/20/2022,3401,22,116.76,9807.52
3600,34,11/8/2022,8684,43,749.58,4077.27
1906,35,3/27/2022,9177,36,340.16,3950.33
7261,17,11/4/2023,3152,47,873.62,3883.56
3114,9,4/10/2021,2699,53,80.82,181.72
805,18,9/10/2023,7765,12,775.65,8552.71
8517,27,12/13/2023,2598,13,179.71,5213.94
1178,24,3/2/2022,4255,69,515.17,6398.81
1777,26,9/24/2023,5755,92,798.35,8332.68
87,24,10/15/2023,9822,53,420.41,9474.34
6985,7,3/10/2022,1537,24,521.83,1338.65
2310,24,4/7/2023,8871,42,253.6,8834.85
5275,23,4/3/2023,4988,45,246.63,2846.67
4374,34,6/20/2022,2613,91,999.12,3103.54
3547,4,11/17/2022,6522,45,710.22,7029.85
9960,21,5/1/2022,9935,66,490.94,2970.8
2461,14,6/6/2022,8006,7,725.72,3487.19
4610,11,4/14/2023,6370,9,494.09,9498.84
7220,13,3/22/2023,2177,33,884.83,5868.45
6832,35,11/19/2023,8031,37,754.18,9888.25
3322,35,7/15/2021,5099,45,931.45,4747.23
3218,9,12/29/2021,2866,48,756.07,7283.55
9947,2,11/19/2022,954,27,808.92,8801.13
5761,34,9/11/2021,1751,49,517.32,810.39
9940,9,2/1/2021,5707,91,258.68,4611.52
5095,13,10/15/2021,8861,43,794.31,2394.97
4061,7,3/6/2023,3425,27,374.15,5809.03
9254,21,11/23/2021,2966,45,151.28,1704.19
6351,29,4/10/2022,8504,86,507.12,1716.36
4956,19,11/4/2022,6347,12,565.78,7074.73
8136,2,6/16/2022,5823,47,86.48,8763.5
7154,34,12/31/2023,4747,79,506.76,2507.29
2507,13,2/1/2021,9426,65,46.44,4780.66
5813,33,1/12/2021,720,66,726.03,2139.04
1148,28,7/11/2021,9052,79,499.33,8793.33
8820,31,7/8/2021,3365,41,269.36,6810.16
7229,20,5/5/2021,8473,74,444.24,5344.24
616,5,3/4/2023,3836,15,427.81,2780.81
2841,1,7/3/2021,4844,31,663.79,7191.28
9241,26,4/18/2023,4292,54,394.22,6150.27
2822,8,9/2/2021,3929,64,516.67,4205.87
4088,12,7/27/2021,8600,25,505.66,5712.59
7030,13,9/10/2023,6757,42,368.42,1587.36
5421,12,3/5/2023,2122,35,456.19,1949.01
704,26,1/21/2022,2,61,838.97,5608.32
5386,22,4/5/2023,1384,53,878.61,3381.72
7876,11,5/11/2022,7379,72,414.62,803.57
1718,19,11/20/2021,8700,55,560.81,7895.53
6556,27,8/21/2023,5839,75,71.01,3619.82
2275,31,5/3/2022,7668,64,481.1,4014.09
6438,2,4/3/2023,7386,71,963.11,2412.96
1592,27,9/19/2022,8326,97,106.06,8332.26
7898,17,5/29/2022,2846,23,588.39,1134.32
5173,10,12/13/2023,5319,34,706.04,975.41
3142,12,5/29/2022,4821,68,592.91,4226.01
5042,5,6/25/2021,3076,3,468.65,612.08
7828,19,11/5/2023,8454,82,994.48,5769.0
3358,3,1/21/2022,6543,55,687.42,3707.99
3882,11,6/27/2021,6095,90,568.61,3511.99
2431,1,9/19/2023,2934,58,850.56,1944.41
7660,21,9/3/2022,8158,18,848.55,3835.93
9080,34,8/25/2021,6913,3,739.46,2932.55
9397,13,4/29/2021,151,1,620.28,3966.63
7939,33,2/13/2022,3197,46,455.82,2055.22
8691,8,5/30/2021,6187,91,97.67,3058.25
4415,15,3/4/2022,1666,76,585.47,2855.97
9725,4,12/24/2022,8213,43,184.48,8615.16
9260,1,4/16/2022,9335,16,148.02,7407.36
9810,31,4/27/2022,813,80,573.77,5992.93
2626,23,6/10/2022,4311,68,863.35,5970.43
4518,17,1/9/2022,7211,58,415.01,3049.49
5854,30,4/29/2022,3615,42,307.55,5432.35
7177,28,8/13/2022,3095,45,814.26,6747.07
8088,33,5/19/2021,422,33,624.7,1270.65
8805,12,1/10/2023,9994,72,740.52,5038.31
3635,1,12/30/2022,645,33,924.45,2155.04
680,29,9/11/2023,8735,92,962.85,4661.58
6273,12,4/21/2021,59,82,331.96,8669.48
624,21,7/15/2022,7405,23,189.01,5542.83
7966,14,3/17/2021,9319,35,703.05,2455.24
2064,10,12/13/2023,2423,90,729.66,6385.55
4062,5,10/18/2023,8658,82,632.74,6225.85
6448,35,2/20/2021,7992,46,605.99,1134.73
3868,23,11/22/2022,1225,5,440.19,8192.78
9535,22,10/18/2023,5415,21,406.8,6950.22
7162,5,6/24/2021,4412,14,941.16,110.25
2316,27,2/12/2021,4394,65,125.02,3754.54
6939,4,3/23/2023,7539,10,483.06,4756.66
1283,9,7/9/2021,4632,24,842.15,9327.84
4268,26,4/6/2022,4140,100,987.59,6131.99
9456,35,1/6/2023,5154,13,984.27,3717.35
2345,11,10/27/2021,7277,10,331.03,2817.68
8985,6,2/13/2022,4507,71,884.7,8034.66
5755,32,4/19/2022,7109,16,891.02,4451.27
1979,14,10/22/2022,5518,68,344.79,6549.67
5298,10,2/10/2023,8019,83,471.76,3432.91
1561,5,6/2/2022,6167,92,801.06,4406.33
3905,13,7/20/2023,507,61,387.8,1604.58
1925,10,7/14/2021,5616,43,228.69,8913.43
9967,23,6/11/2023,2534,35,413.99,3559.76
423,7,5/28/2021,9316,54,945.1,5004.36
6355,9,10/2/2021,4917,59,852.33,1904.87
3680,7,4/9/2023,6419,47,62.72,8547.05
9886,6,12/29/2021,1567,86,893.85,6892.07
7945,9,4/12/2023,5814,50,838.67,7949.14
6825,32,9/8/2021,2709,71,203.99,5708.2
3915,11,6/11/2021,4,66,864.94,1707.71
3638,1,1/9/2021,3487,22,632.81,527.28
877,23,11/11/2021,4100,81,932.08,9314.74
3294,3,1/8/2021,9596,91,557.43,5908.31
6265,19,2/7/2021,495,6,977.58,7847.1
3911,11,2/19/2021,190,19,647.14,25.5
3252,15,10/16/2022,1703,47,140.5,6855.16
6918,21,11/17/2021,9548,36,90.81,3356.4
509,20,11/28/2023,7916,93,231.52,9604.2
9514,2,9/20/2022,1196,32,292.64,1995.3
712,23,8/30/2022,9759,49,164.42,5.45
9413,24,10/18/2023,6018,66,748.71,8536.79
9403,35,3/10/2021,8410,60,303.24,8650.97
9465,28,7/1/2023,4906,71,12.37,1875.31
2869,28,12/4/2022,2879,98,544.91,1588.46
1387,28,1/9/2021,7986,42,327.32,3021.21
6640,22,1/29/2021,189,88,793.33,3796.17
6972,1,3/20/2023,9181,42,367.95,2196.85
9060,1,8/17/2023,8180,57,39.43,9950.25
8099,24,9/11/2021,1617,28,500.44,8624.43
1991,32,5/8/2022,8277,9,146.43,8922.52
1611,17,9/18/2021,1814,17,465.64,4412.5
2684,19,6/18/2023,6493,48,763.54,1236.58
2289,2,10/21/2021,7452,49,440.07,3477.54
7692,16,1/26/2021,3481,14,510.91,7123.5
9345,32,4/4/2021,4125,11,10.13,5592.14
992,16,7/17/2023,7953,86,243.33,1486.86
3531,2,7/28/2021,3652,75,470.72,1687.34
2946,16,10/29/2022,3381,26,143.21,8905.98
3107,2,4/23/2021,5806,7,422.67,4065.55
2191,8,12/15/2023,5446,59,404.71,1973.85
552,35,12/8/2022,8094,5,403.63,4093.04
7028,23,11/5/2021,7835,79,707.41,4517.43
6247,11,8/9/2022,9432,81,587.66,2842.26
5283,2,7/19/2023,4673,67,653.88,6777.6
7287,22,4/3/2021,3354,88,808.09,4204.35
6022,9,5/4/2022,1355,18,359.09,2614.37
6397,9,1/7/2022,2489,66,511.57,5167.15
9355,30,3/23/2021,2719,10,385.25,7676.6
546,19,7/23/2021,4755,2,697.36,2347.6
6277,15,11/5/2022,3539,68,823.34,1241.92
750,23,9/15/2022,500,76,121.93,7709.93
6177,4,3/12/2021,624,71,514.97,263.95
889,4,2/6/2021,6985,93,540.95,1727.53
5700,27,5/28/2022,4862,98,324.78,5309.49
9598,22,11/4/2022,2021,68,408.13,5279.21
431,34,3/26/2023,6322,62,501.61,3605.4
9170,10,5/3/2022,7902,91,853.99,3587.17
8317,32,7/5/2021,6227,48,567.84,2132.65
741,33,3/31/2022,9734,68,912.47,7405.71
3777,6,12/6/2021,1415,64,560.8,2850.34
7614,31,6/10/2023,9045,27,202.54,3741.38
436,20,6/12/2021,5749,86,26.42,7131.47
4630,35,5/6/2021,7985,28,110.54,8670.04
5963,17,11/11/2022,2119,41,579.97,7078.89
3647,1,7/4/2022,3972,95,325.98,7911.0
364,31,11/28/2021,9962,70,321.54,3110.43
5671,4,11/13/2023,1707,90,103.46,2028.63
8072,1,5/30/2022,9276,54,708.39,9241.76
2256,29,7/29/2022,7249,26,284.76,8880.16
749,35,5/12/2022,438,25,238.63,4806.42
2893,17,6/28/2021,7920,58,351.79,7226.7
7579,17,1/25/2022,1570,66,785.66,206.24
3381,24,7/24/2023,2813,5,319.67,4316.85
4472,4,11/14/2021,833,5,587.94,7375.09
1880,22,4/6/2023,3338,85,762.03,1577.36
2622,12,10/10/2023,8303,47,728.97,5115.21
1393,13,1/14/2023,3152,10,844.2,8859.08
7081,4,10/31/2023,8666,26,465.76,4557.11
8959,26,7/11/2023,3147,30,649.54,5251.6
1686,23,6/10/2022,9137,2,518.57,2666.22
1163,19,7/20/2023,5104,27,556.87,7852.46
9485,7,7/10/2022,898,46,352.42,4603.23
1208,4,6/21/2022,9452,67,279.97,8934.86
8085,27,1/1/2022,6189,78,203.85,5124.08
1806,1,9/17/2022,8425,57,573.47,9341.3
6596,10,8/4/2022,7723,96,947.91,6429.16
9900,1,7/15/2022,236,40,380.15,3673.25
6267,32,2/14/2022,2041,80,6.63,795.34
1799,18,6/25/2021,2022,27,124.82,6932.5
6604,11,10/31/2022,3116,27,85.78,4527.77
8831,28,11/5/2023,3840,74,379.28,3288.02
9936,11,6/2/2023,1315,20,699.53,9558.93
355,6,6/28/2021,4549,25,934.49,3444.96
1854,13,3/13/2021,7969,69,471.14,1348.19
2708,25,4/24/2021,8788,71,470.16,9140.82
1858,9,4/21/2022,6886,32,331.06,9482.48
3990,1,5/16/2022,9031,41,67.97,2739.65
8080,16,11/4/2021,7804,43,744.13,3354.9
6266,14,6/14/2023,164,62,275.38,375.61
9853,26,10/25/2021,1417,17,972.82,5771.92
363,14,11/23/2022,4895,48,592.36,1282.3
5792,28,6/10/2022,7569,27,752.24,1512.34
3105,14,7/19/2021,3185,14,848.79,9109.4
888,24,10/20/2023,8229,49,101.5,1236.76
8786,8,3/9/2023,9640,64,542.82,7151.11
8510,32,7/19/2022,9519,27,216.83,2156.34
7160,26,11/11/2023,3855,50,164.05,5053.15
5059,25,4/30/2023,6621,12,586.3,1548.87
3677,9,3/16/2022,8061,31,523.41,5756.27
9025,12,6/30/2022,1218,51,684.77,9187.02
1436,6,8/13/2021,4775,21,223.87,1038.25
1510,10,11/19/2021,2122,93,681.66,9613.69
9798,14,7/2/2023,4124,17,986.41,6052.96
226,24,7/24/2021,1911,99,339.84,8584.05
3151,23,11/3/2023,8925,21,864.74,1746.04
9211,25,6/16/2023,3858,22,773.22,1994.08
9285,31,9/1/2021,4708,42,225.08,1254.73
8102,33,8/4/2021,9880,53,313.89,4283.88
9986,1,8/2/2022,9381,43,834.36,2259.3
5547,30,2/5/2021,5257,21,723.0,126.69
109,11,7/21/2022,7446,100,318.43,1094.42
9462,24,9/1/2021,6151,34,935.09,3624.91
7634,32,11/29/2021,2773,69,86.43,9650.97
3091,30,4/25/2023,3301,24,246.91,8452.12
7398,13,12/12/2022,1658,49,27.31,3798.47
3731,24,2/13/2022,9953,58,103.57,5336.48
3611,9,7/10/2021,1204,47,160.87,6936.88
243,12,11/7/2021,7127,21,810.41,3714.48
2551,34,4/8/2022,3115,54,812.29,2147.01
390,35,6/13/2021,4039,56,83.6,6601.41
9512,18,7/1/2021,6399,89,797.29,5492.77
2707,35,9/19/2023,3555,16,241.38,8466.71
1088,25,11/1/2021,6936,8,276.52,9898.41
1632,28,11/26/2022,2009,20,147.95,3490.96
6746,10,1/21/2023,9814,71,112.82,9795.81
5418,24,11/13/2023,9072,91,67.06,2174.9
6260,25,3/17/2023,9610,36,206.02,6979.37
1399,24,8/30/2021,5922,11,869.65,9504.06
2824,33,9/21/2022,5068,46,529.31,9459.18
6959,2,5/21/2022,3322,26,561.51,2444.37
5535,27,10/14/2022,6035,95,737.15,9283.87
6511,5,8/11/2023,6137,74,711.24,4443.02
5730,2,6/18/2021,2907,55,868.85,9708.61
9822,32,3/7/2023,173,62,786.96,3180.2
3540,23,5/22/2023,2278,66,976.83,5976.02
9587,32,1/24/2023,5762,30,82.09,4919.95
1299,15,2/24/2022,7655,11,315.41,8767.44
502,32,9/10/2021,5935,91,608.48,4373.77
6011,13,9/24/2022,2143,57,913.15,2595.08
4257,30,6/7/2023,1773,100,928.65,8516.45
892,24,9/8/2023,6710,21,205.0,1997.16
631,34,11/21/2022,488,77,811.05,3367.24
21,14,11/28/2021,2624,99,174.89,5720.66
8237,1,2/5/2021,3487,55,81.21,9313.99
3405,15,5/20/2021,2396,65,283.34,9671.07
5750,18,4/13/2022,4759,3,649.38,111.73
3474,18,3/11/2022,5399,90,352.1,5344.92
7453,4,6/27/2023,1772,59,381.7,1533.65
8871,33,4/23/2021,426,12,466.12,5557.88
8161,33,6/27/2023,9205,80,448.99,4084.77
5586,8,3/6/2023,9947,87,531.49,7773.2
7063,29,1/6/2021,2453,40,957.37,8969.41
5247,6,8/10/2021,908,47,243.64,1809.35
1744,23,9/20/2022,2372,11,517.13,2082.98
186,25,2/21/2022,5470,73,835.66,7008.54
6822,1,12/23/2022,3664,38,700.4,1836.37
8571,13,5/20/2022,6426,96,393.61,291.87
1894,31,4/12/2021,3281,90,373.03,7594.24
1206,27,3/4/2021,102,60,223.58,735.1
7414,17,3/25/2022,5124,15,921.32,2956.15
5034,2,8/15/2021,3894,4,947.52,126.81
9920,31,9/6/2022,9979,88,219.28,4815.36
1166,2,4/11/2023,5982,63,509.57,3105.04
7641,32,4/4/2021,7886,37,402.46,8488.84
9750,11,1/14/2022,2803,43,328.36,187.09
8801,29,5/24/2023,4226,95,8.09,2314.55
107,29,4/23/2021,3233,56,104.34,5349.58
6682,23,9/1/2023,8232,89,47.27,2109.73
3425,26,5/17/2021,6502,76,977.57,7263.91
1857,17,1/23/2023,71,25,121.79,4647.2
3213,2,5/26/2022,8126,10,575.43,6740.95
4520,13,9/16/2023,8963,37,290.31,2834.59
456,29,2/15/2022,3007,72,452.21,7492.66
2491,34,8/1/2021,2912,50,383.94,2791.19
1121,23,10/30/2023,62,63,999.91,6499.19
540,33,10/22/2022,8353,87,776.42,4152.35
7956,29,9/9/2021,307,12,930.44,9424.39
9590,7,3/26/2022,5157,86,597.45,9434.19
3180,14,11/23/2022,156,33,235.55,8946.98
3445,35,12/17/2022,2886,84,764.07,8662.57
2852,9,9/2/2021,2415,8,748.33,9999.98
3921,13,9/19/2021,9512,19,282.83,5588.94
76,4,11/22/2023,8453,57,78.25,8778.93
9936,14,12/11/2022,4131,48,164.66,8282.43
4665,17,11/17/2022,987,38,572.85,5194.79
3602,18,2/21/2023,5050,11,820.3,971.64
755,4,11/1/2023,3255,56,632.29,4597.14
9456,33,9/30/2023,7291,31,579.69,1699.47
4063,6,10/24/2023,9300,17,330.04,6962.29
1300,16,2/23/2021,4275,68,544.99,8818.21
2156,19,3/9/2022,4837,85,418.06,3795.02
7128,28,6/11/2022,7537,32,579.06,7298.43
7605,15,11/28/2021,3218,84,279.93,2124.7
9070,10,2/6/2021,9950,95,435.08,3917.59
5461,25,11/17/2021,3181,62,395.41,8669.22
126,23,9/26/2023,3243,17,296.13,5924.61
1246,19,10/3/2022,7354,46,649.6,271.54
506,8,6/17/2022,259,24,526.14,1989.81
6364,21,6/18/2023,7962,34,162.69,648.81
6679,13,10/27/2021,601,13,998.4,7284.95
6294,8,9/5/2021,6208,26,946.94,2088.8
2758,30,1/10/2022,3555,6,171.1,6000.24
9358,7,11/25/2022,3421,79,978.16,8459.54
1747,18,9/28/2021,8417,79,556.81,553.13
3477,24,7/16/2021,5960,25,392.86,4441.68
9879,22,8/21/2022,1499,36,623.77,2994.15
8553,29,1/19/2022,4858,70,895.39,8599.12
5820,34,6/30/2022,9067,4,259.38,5255.9
1162,1,2/3/2021,3545,41,631.31,4240.13
8456,18,3/11/2023,9536,74,100.73,7836.4
7944,21,10/21/2021,6155,15,584.12,2455.33
7846,17,4/10/2022,4069,97,734.35,8079.75
13,29,1/8/2021,6836,90,199.7,8025.72
9321,12,10/20/2021,6485,57,132.81,9216.92
5401,17,8/31/2023,2092,18,908.58,1872.81
8371,19,9/13/2023,8840,13,857.42,2506.09
454,18,9/30/2022,3195,83,679.83,5124.62
9750,19,9/28/2022,2958,20,595.69,6074.98
8828,31,9/13/2023,3548,88,844.1,8673.86
8751,2,12/26/2021,7328,15,356.28,6418.09
7101,26,9/4/2021,5190,4,935.09,5374.12
5426,8,1/18/2021,1683,1,824.2,9883.31
2337,27,1/7/2023,6061,11,259.46,8964.39
2143,25,4/8/2021,1846,20,767.69,7358.5
5131,3,8/31/2023,7929,27,112.09,2478.14
6274,32,9/10/2023,6514,90,100.25,4982.56
8161,13,12/30/2021,2175,27,76.16,9269.72
825,21,11/7/2021,7089,35,536.22,2884.39
6666,31,4/27/2021,4978,10,803.6,6026.78
7556,24,8/21/2022,9798,95,769.86,5903.5
3775,22,10/17/2023,1451,86,663.88,3194.49
5251,31,10/25/2021,4737,80,222.21,9364.96
2661,5,5/22/2021,8349,69,10.91,6246.85
5014,6,1/23/2023,40,30,779.1,4605.33
682,10,6/27/2023,3801,42,773.93,49.32
9542,27,5/5/2023,7101,11,341.68,1750.06
158,15,2/25/2023,4135,10,210.6,8115.68
1122,16,10/4/2021,7063,72,416.53,4678.58
2358,2,7/9/2023,6602,25,926.37,4408.07
6288,31,10/27/2021,1472,29,475.2,1697.57
651,11,4/9/2022,954,89,38.2,3237.02
453,8,1/4/2021,2991,8,377.54,60.23
6525,7,10/17/2023,9149,31,187.27,8641.87
7675,6,6/29/2021,9877,17,113.5,1131.76
5508,35,1/5/2023,5125,23,639.56,5247.73
2768,2,5/12/2022,5575,79,301.47,5401.75
10000,29,8/4/2022,5289,60,362.57,7344.19
3341,25,11/30/2022,3159,11,404.84,4405.15
3365,24,8/20/2022,2866,42,132.07,6435.08
4650,9,7/16/2021,5266,68,887.77,4880.08
8886,2,10/20/2022,4084,97,275.77,8222.39
6296,9,7/6/2021,111,27,943.59,2268.49
1398,25,4/13/2023,6909,35,840.86,5231.43
7622,20,10/28/2022,2126,89,640.26,6308.11
6978,24,2/2/2023,655,51,165.67,695.51
3006,5,10/26/2022,6374,16,857.82,9616.81
2318,28,9/30/2021,7506,76,746.9,5080.81
8656,29,11/17/2023,4202,58,657.35,4694.85
8809,15,7/29/2023,4842,48,778.41,7778.5
8856,19,1/4/2023,599,71,952.22,3069.1
3946,16,3/13/2021,4387,10,878.81,1758.0
1671,20,11/6/2023,3116,96,593.34,7414.52
9721,33,10/12/2023,2559,46,233.58,1277.34
483,15,7/16/2021,7324,5,505.23,3909.53
604,5,9/24/2023,9732,82,308.9,154.72
4946,32,9/5/2023,3498,54,208.63,9612.05
3746,26,11/20/2023,9940,65,175.77,6349.11
9457,12,1/21/2022,568,69,43.25,5110.08
4658,5,12/20/2021,3976,19,41.84,312.83
5154,6,10/14/2021,8535,11,104.63,113.39
6342,24,1/17/2023,573,37,765.34,3459.37
4749,8,4/3/2021,5117,76,719.72,80.9
5783,17,8/24/2023,1940,56,299.36,1210.58
3072,26,8/17/2023,3438,41,431.43,5080.81
1716,7,7/27/2021,7650,36,893.73,9000.03
6947,34,8/27/2023,7064,90,810.77,8121.51
2444,11,2/4/2021,6777,48,312.69,7802.34
